"V2" "V3" "V4"
"HMEL011448g1" 0 1 1
"HMEL009818g2" 1 1 0
"HMEL007050g1" 64 297 276
"HMEL006230g1" 15 29 201
"HMEL006374g1" 7 77 60
"HMEL037762g1" 0 20 12
"HMEL036466g1" 0 0 0
"HMEL036322g1" 1 1 1
"HMEL035026g1" 67 171 151
"HMEL014860g2" 207 1060 1210
"HMEL009818g3" 0 5 2
"HMEL006374g2" 25 277 261
"HMEL009818g4" 6 11 4
"HMEL006427g1" 13 110 148
"HMEL037959g1" 16 88 118
"HMEL037815g1" 0 2 0
"HMEL022526g1" 50 271 247
"HMEL034371g1" 83 293 331
"HMEL033075g1" 556 1991 1946
"HMEL016209g1" 1 1 0
"HMEL004332g1" 1560 11501 8459
"HMEL004476g1" 3 28 8
"HMEL006592g1" 0 0 0
"HMEL035864g1" 9 30 64
"HMEL035720g1" 3 1 8
"HMEL034568g1" 0 3 4
"HMEL034424g1" 315 2487 721
"HMEL033128g1" 1 6 0
"HMEL016209g2" 2 4 0
"HMEL016481" 1865 7129 5236
"HMEL004529g1" 0 0 0
"HMEL035917g1" 0 2 2
"HMEL017670g1" 0 4 0
"HMEL016374g1" 732 2442 1709
"HMEL014114g1" 785 2773 2354
"HMEL032473g1" 131 476 468
"HMEL031177g1" 0 5 0
"HMEL031033g1" 4 8 11
"HMEL017670g2" 0 2 1
"HMEL015607g1" 2 12 5
"HMEL003874g1" 205 887 869
"HmGr23_1" 0 0 0
"HMEL033966g1" 1 0 0
"HMEL033822g1" 25 77 91
"HMEL032526g1" 2 3 2
"HMEL026012g1" 1 3 0
"HMEL015607g2" 0 0 0
"HMEL037181g1" 0 0 0
"HMEL015607g3" 41 77 50
"HMEL020702g1" 1 0 3
"HMEL015772g1" 0 9 9
"HMEL013512g1" 1 0 0
"HMEL012216g1" 185 857 882
"HMEL007286g1" 14 104 105
"HMEL007142g1" 2 0 1
"HMEL037378g1" 294 994 816
"HMEL037234g1" 0 0 0
"HMEL031871g1" 158 537 512
"HMEL030575g1" 1 0 12
"HMEL030431g1" 0 1 0
"HMEL003876" 5 16 58
"HMEL009931g1" 0 0 0
"HMEL007339g1" 54 240 268
"HMEL031924g1" 0 0 0
"HMEL030628g1" 0 0 0
"HMEL035283g1" 290 901 336
"HMEL012910g1" 3 0 1
"HMEL011758g1" 9 16 30
"HMEL011614g1" 0 0 0
"HMEL010318g1" 76 207 206
"HMEL005100g1" 139 371 397
"HMEL005244g1" 78 411 501
"HMEL005388g1" 75 389 296
"HMEL036776g1" 0 7 1
"HMEL036632g1" 2 4 1
"HMEL035336g1" 0 7 3
"HMEL022163g1" 72 292 313
"HMEL011614g2" 0 0 0
"HMEL006737g1" 434 2019 1749
"HMEL036829g1" 601 2412 2514
"HMEL015026g1" 95 747 820
"HMEL010483g1" 2534 6657 3215
"HMEL034681g1" 0 0 0
"HMEL033385g1" 1 12 0
"HMEL033241g1" 0 0 0
"HMEL032089g1" 0 0 0
"HMEL017959g1" 772 2995 2905
"HMEL004642g1" 414 1226 1358
"HMEL034878g1" 40 245 287
"HMEL034734g1" 0 0 0
"HMEL033438g1" 1 0 5
"HMEL020265g1" 14 50 85
"HMEL015191g1" 16 179 130
"HMEL038093g1" 224 707 566
"HMEL031290g1" 0 2 1
"HMEL004839g1" 0 2 3
"HMEL017980g1" 465 2412 1458
"HMEL016684g1" 37 130 143
"HMEL015388g1" 15 79 68
"HMEL015100g1" 2 4 3
"HMEL002071g1" 2335 7384 6241
"HMEL038146g1" 124 642 649
"HMEL038002g1" 0 0 0
"HMEL032783g1" 11 24 3
"HMEL031487g1" 0 0 6
"HMEL031343g1" 0 0 0
"HMEL030047g1" 15 39 17
"HMEL015100g2" 199 1174 1464
"HMEL009547g1" 90 348 379
"HMEL008107g1" 485 1485 1372
"HMEL000008g1" 56 322 345
"HMEL032836g1" 78 174 157
"HMEL025026g1" 145 563 561
"HMEL013293g1" 192 1067 1570
"HMEL009547g2" 15 52 42
"HMEL037491g1" 315 1160 1217
"HMEL036195g1" 23 102 72
"HMEL036051g1" 0 0 2
"HMEL014786g1" 48 265 358
"HMEL013822g1" 122 264 96
"HMEL008272g1" 264 1143 776
"HMEL007596g1" 192 529 726
"HMEL007452g1" 2 1 0
"HMEL006012g1" 0 0 0
"HMEL006156g1" 107 357 260
"HMEL037688g1" 151 398 627
"HMEL037544g1" 0 0 0
"HMEL037400g1" 0 0 0
"HMEL036248g1" 1 8 13
"HMEL036104g1" 0 0 1
"HMEL030885g1" 2 7 2
"HMEL030741g1" 0 1 0
"HMEL007452g2" 0 0 1
"HMEL006012g2" 0 0 0
"HMEL007452g3" 306 1155 1214
"HMEL007452g4" 135 616 680
"HMEL008945g1" 39 139 160
"HMEL007649g1" 23 79 94
"HMEL007505g1" 0 0 0
"HMEL007452g5" 3 39 38
"HMEL030938g1" 1150 3000 2651
"HMEL022308g1" 1 2 0
"HMEL012691g1" 27 203 199
"HMEL011395g1" 65 364 369
"HMEL011251g1" 14 24 16
"HMEL010099g1" 124 473 481
"HMEL007452g6" 1 9 13
"HMEL035593g1" 1 2 9
"HMEL034297g1" 0 0 0
"HMEL034153g1" 87 473 551
"HMEL012691g2" 58 372 324
"HMEL011924g1" 109 1946 772
"HMEL010628g1" 1 15 6
"HMEL006850g1" 438 1622 1259
"HMEL004114g1" 62 355 281
"HMEL036942g1" 135 664 646
"HMEL035646g1" 0 2 0
"HMEL035502g1" 0 4 2
"HMEL034206g1" 4 17 4
"HMEL021033g1" 3 25 36
"HMEL021033g2" 42 189 717
"HMEL005607g1" 11 30 28
"HMEL017596g1" 2 7 23
"HMEL016012g1" 6 13 16
"HMEL010793g1" 189 682 674
"HMEL034991g1" 6 31 25
"HMEL033695g1" 84 311 338
"HMEL033551g1" 75 231 190
"HMEL032399g1" 2 2 1
"HMEL032255g1" 8 24 39
"HMEL032111g1" 0 0 0
"HMEL016829g1" 83 244 250
"HMEL009019g1" 562 3829 3446
"HMEL004952g1" 42 138 346
"HMEL034900g1" 15 115 65
"HMEL033748g1" 0 0 0
"HMEL033604g1" 41 131 3036
"HMEL032308g1" 0 0 0
"HMEL030160g1" 0 2 1
"HMEL003709g1" 0 0 2
"HMEL016994g1" 579 2100 1559
"HMEL016850g1" 5 53 37
"HMEL015554g1" 155 1124 1258
"HMEL015410g1" 395 1495 1321
"HMEL014878g1" 744 2878 8130
"HMEL013438g1" 142 479 397
"HMEL008220g1" 226 535 391
"HMEL002381g1" 56 143 125
"HMEL003709g2" 0 0 0
"HMEL037016g1" 3 19 9
"HMEL031797g1" 171 668 474
"HMEL031653g1" 342 1288 1349
"HMEL030357g1" 0 6 0
"HMEL030213g1" 136 567 701
"HMEL031706g1" 0 0 0
"HMEL036361g1" 0 0 0
"HMEL035065g1" 16 59 65
"HMEL010412" 2 0 1
"HMEL014952g1" 135 783 335
"HMEL012836g1" 374 1252 942
"HMEL008582g1" 5 1 4
"HMEL006322g1" 192 914 1071
"HMEL037998g1" 43 205 290
"HMEL037854g1" 129 547 564
"HMEL037710g1" 1 2 9
"HMEL036558g1" 54 228 6
"HMEL036414g1" 0 0 0
"HMEL035118g1" 0 0 0
"HMEL007959g1" 170 884 940
"HMEL006519g1" 0 0 0
"HMEL037907g1" 4 19 27
"HMEL016248g1" 26 122 82
"HMEL011561g1" 2073 3282 1155
"HMEL010265g1" 0 0 0
"HMEL005191g1" 8 32 26
"HmIR75d_1" 89 429 230
"HMEL034463g1" 0 3 0
"HMEL033167g1" 0 0 1
"HMEL033023g1" 0 1 0
"HMEL016248g2" 0 1 0
"HMEL005191g2" 58 299 285
"HMEL007980g1" 47 277 279
"HMEL035956g1" 2 2 1
"HMEL035812g1" 0 2 0
"HMEL034516g1" 380 1550 1453
"HMEL031072g1" 226 736 642
"HMEL005917g1" 3 19 8
"HMEL017762g1" 81 249 223
"HMEL016466g1" 25 71 78
"HMEL016322g1" 107 590 545
"HMEL014206g1" 13 16 28
"HMEL009132g1" 12 33 57
"HMEL005917g2" 7 75 86
"HMEL003293g1" 92 474 491
"HmGr62_1" 0 0 0
"HMEL033861g1" 2 11 4
"HMEL032565g1" 0 2 0
"HMEL032421g1" 0 9 4
"HMEL031269g1" 11 38 27
"HMEL031125g1" 11 28 49
"HMEL009132g2" 1 7 4
"HMEL005917g3" 0 0 0
"HMEL009132g3" 93 387 463
"HmIR60a2d_1" 0 0 0
"HMEL003822g1" 0 0 0
"HMEL003966g1" 42 245 270
"HMEL033914g1" 36 181 180
"HMEL032618g1" 0 1 1
"HMEL014371g1" 434 1482 1544
"HMEL013075g1" 1 0 1
"HMEL003966g2" 254 1428 1413
"HMEL037273g1" 0 19 15
"HMEL030470g1" 46 169 55
"HmelUGT39B4" 0 0 0
"HMEL015864g1" 47 165 122
"HMEL015720g1" 63 358 281
"HMEL014900g1" 0 0 2
"HMEL012308g1" 385 1963 2281
"HMEL009494g1" 510 2480 2564
"HMEL009350g1" 0 7 5
"HMEL008530g1" 193 576 1547
"HMEL007378g1" 73 442 611
"HMEL002691g1" 86 306 197
"HMEL037326g1" 0 0 0
"HMEL031963g1" 0 0 7
"HMEL030667g1" 0 0 32
"HMEL030523g1" 1 2 6
"HMEL009494g2" 182 461 493
"HMEL008727g1" 37 142 252
"HMEL017016g1" 0 0 0
"HMEL011033g1" 1474 5471 4858
"HMEL010213g1" 778 3776 3457
"HMEL036671g1" 1 8 6
"HMEL035375g1" 624 2406 2643
"HMEL035231g1" 12 42 49
"HMEL034079g1" 0 0 0
"HMEL002556" 922 2819 196
"HMEL011706g1" 74 325 498
"HMEL008892g1" 1 1 0
"HMEL036868g1" 15 231 331
"HMEL036724g1" 7 25 26
"HMEL035428g1" 3 0 4
"HMEL022255g1" 45 174 186
"HMEL033280g1" 0 1 0
"HMEL006829g1" 208 853 923
"HMEL010575g1" 150 606 469
"HMEL034773g1" 79 387 422
"HMEL033477g1" 0 0 0
"HMEL033333g1" 0 0 0
"HMEL032037g1" 394 1604 14285
"HMEL017907g1" 1033 4755 3934
"HMEL004734g1" 171 647 645
"HMEL003438g1" 155 694 590
"HMEL034826g1" 44 173 158
"HMEL020357g1" 2 33 11
"HMEL038185g1" 1 0 0
"HMEL038041g1" 151 850 1473
"HMEL031382g1" 69 291 207
"HMEL030086g1" 2422 7170 5413
"HMEL016776g1" 0 0 0
"HMEL016632g1" 192 935 1048
"HMEL015812g1" 25 177 170
"HMEL009586g1" 0 0 0
"HMEL002163g1" 419 1710 2305
"HMEL032875g1" 0 1 0
"HMEL032731g1" 75 467 430
"HMEL031579g1" 36 224 242
"HMEL031435g1" 0 0 0
"HMEL030139g1" 1 4 0
"HMEL036090g1" 938 5633 5830
"HMEL009639g1" 1866 7146 9213
"HMEL032928g1" 4 31 38
"HMEL014681g1" 0 1 0
"HMEL013385g1" 90 426 335
"HMEL013241g1" 257 1074 1015
"HMEL012089g1" 271 1000 1126
"HMEL037583g1" 1 7 8
"HMEL036287g1" 232 1174 1037
"HMEL036143g1" 0 0 0
"HMEL030780g1" 0 9 7
"HMEL012618g1" 57 347 404
"HMEL007544g1" 1 14 21
"HMEL006248g1" 1407 7725 8451
"HMEL037636g1" 113 667 531
"HMEL030977g1" 0 0 0
"HMEL030833g1" 882 2509 2289
"HMEL034192g1" 0 0 0
"HMEL011487g1" 135 632 802
"HMEL036981g1" 0 0 0
"HMEL035685g1" 0 0 0
"HMEL035541g1" 0 0 0
"HMEL034389g1" 0 0 0
"HMEL034245g1" 193 718 678
"HMEL034101g1" 74 312 383
"HMEL021072g1" 0 1 1
"HMEL021072g2" 1 2 1
"HMEL006942g1" 0 0 0
"HMEL035738g1" 28 163 122
"HMEL022565g1" 63 230 304
"HMEL021269g1" 108 308 148
"HMEL016195g1" 84 421 360
"HMEL016051g1" 368 324 792
"HMEL033590g1" 0 1 0
"HMEL032294g1" 0 1 4
"HMEL032150g1" 121 580 469
"HMEL017544g1" 11 62 74
"HMEL017400g1" 49 101 105
"HMEL016868g1" 189 1140 1302
"HMEL015428g1" 104 563 593
"HMEL010885g1" 201 1208 922
"HMEL010741g1" 562 2785 2564
"HMEL009058g1" 24 171 118
"HMEL004371g1" 335 583 862
"HMEL033787g1" 133 453 354
"HMEL033643g1" 1088 3810 3698
"HMEL032347g1" 0 1 1
"HMEL032203g1" 69 258 232
"HMEL017544g2" 202 694 569
"HMEL010885g2" 149 1279 1115
"HMEL004900g1" 0 0 0
"HMEL003604g1" 8 14 13
"HMEL014297g1" 192 625 522
"HMEL037199g1" 24 49 61
"HMEL037055g1" 0 0 0
"HMEL031692g1" 6 47 46
"HMEL030396g1" 6 5 4
"HMEL030252g1" 0 0 0
"HMEL014297g2" 470 1934 3565
"HMEL014297g3" 2 8 26
"HMEL014297g4" 81 306 753
"HMEL014826g1" 255 1202 1082
"HMEL009896g1" 1 1 1
"HMEL009752g1" 181 724 533
"HMEL008456g1" 1 4 3
"HMEL008312g1" 26 160 234
"HMEL037108g1" 0 4 12
"HMEL031889g1" 7 43 23
"HMEL031745g1" 0 0 0
"HMEL031601g1" 0 0 0
"HMEL030449g1" 0 0 0
"HMEL030305g1" 0 0 0
"HMEL009752g2" 193 739 528
"HMEL008312g2" 43 212 272
"HMEL007770" 167 604 759
"HMEL009805g1" 1 5 6
"HMEL014991g1" 337 1059 953
"HMEL013695g1" 78 256 177
"HMEL013551g1" 76 344 176
"HMEL012399g1" 4 10 24
"HMEL012111g1" 6810 15821 11800
"HMEL037893g1" 743 2361 1523
"HMEL036597g1" 0 0 5
"HMEL036453g1" 1 10 0
"HMEL035157g1" 21 78 62
"HMEL035013g1" 0 0 0
"HMEL013695g2" 3 4 5
"HMEL013551g2" 82 484 287
"HMEL012399g2" 0 0 0
"HMEL013695g3" 0 1 0
"HMEL013551g3" 49 304 369
"HMEL012399g3" 1 0 0
"HMEL013551g4" 62 314 250
"HMEL012399g4" 2 0 0
"HMEL012928g1" 75 388 337
"HMEL012399g5" 4 0 2
"HMEL007710g1" 32 44 71
"HMEL037946g1" 345 2314 2213
"HMEL037802g1" 0 0 0
"HMEL036506g1" 63 400 541
"HMEL010160g1" 46 167 120
"HMEL033062g1" 1 0 0
"HMEL035995g1" 0 0 0
"HMEL035851g1" 1 7 23
"HMEL034699g1" 1 0 0
"HMEL034555g1" 0 0 0
"HMEL034411g1" 7 11 43
"HMEL033259g1" 40 124 132
"HMEL033115g1" 18 70 19
"HMEL035904g1" 27 105 51
"HMEL034608g1" 0 0 0
"HMEL016361g1" 2 1 6
"HMEL015065g1" 117 651 466
"HMEL032460g1" 32 113 132
"HMEL031164g1" 1 3 0
"HMEL031020g1" 276 780 614
"HMEL002564" 2036 7355 4754
"HMEL017710g1" 6 26 15
"HMEL009224g1" 0 0 0
"HMEL002565g1" 104 306 285
"HMEL003241g1" 113 482 353
"HmGr10_1" 0 0 0
"HMEL033953g1" 8 48 90
"HMEL032657g1" 67 236 283
"HMEL032513g1" 105 291 287
"HMEL031217g1" 0 12 1
"HMEL003241g2" 133 658 499
"HMEL014463g1" 20 82 159
"HMEL012347g1" 1549 4189 4264
"HMEL008093g1" 0 0 0
"HMEL037365g1" 0 0 0
"HMEL037221g1" 0 5 1
"HMEL036069g1" 0 0 0
"HMEL030562g1" 3 3 2
"HMEL008093g2" 0 0 0
"HMEL007326g1" 4856 13130 9316
"HMEL002783g1" 248 368 2206
"HMEL037418g1" 0 3 1
"HMEL031911g1" 564 1955 2330
"HMEL030759g1" 2 9 9
"HMEL030615g1" 0 0 0
"HMEL011072g1" 0 0 1
"HMEL035270g1" 104 413 359
"HMEL008819g1" 138 689 1981
"HMEL013861g1" 0 0 0
"HMEL012565g1" 0 0 0
"HMEL012421g1" 157 719 413
"HMEL004079g1" 1363 5753 5192
"HMEL036763g1" 0 14 4
"HMEL035467g1" 0 5 6
"HMEL035323g1" 0 0 44
"HMEL034027g1" 0 0 0
"HMEL022150g1" 0 0 0
"HMEL013861g2" 4 6 8
"HMEL012565g2" 0 0 0
"HMEL012421g2" 61 290 171
"HMEL004079g2" 126 456 524
"HMEL012565g3" 1 1 0
"HMEL012565g4" 3 28 46
"HMEL008984g1" 5 5 3
"HMEL008840g1" 34 130 141
"HMEL006868g1" 1 3 3
"HMEL006724g1" 221 703 505
"HMEL036816g1" 6939 26453 30093
"HMEL010470g1" 241 1025 1140
"HMEL008984g2" 1524 6877 6411
"HMEL006868g2" 115 452 816
"HMEL033372g1" 0 0 0
"HMEL032076g1" 0 0 0
"HMEL016506g1" 10640 42714 38200
"HMEL010667g1" 0 0 0
"HMEL010523g1" 0 0 0
"HMEL004297g1" 89 453 508
"HMEL034865g1" 1 3 3
"HMEL034721g1" 0 0 0
"HMEL033569g1" 0 4 0
"HMEL033425g1" 17 185 144
"HMEL032129g1" 226 913 948
"HMEL038080g1" 73 237 192
"HMEL034918g1" 0 0 0
"HMEL021601g1" 39 97 56
"HMEL020449g1" 167 623 555
"HMEL015375g1" 351 1313 1243
"HMEL015231g1" 26 73 43
"HMEL014079g1" 3 23 19
"HMEL013115g1" 107 429 329
"HMEL038133g1" 0 0 0
"HMEL032770g1" 1 2 1
"HMEL031474g1" 0 0 0
"HMEL031330g1" 6 9 7
"HMEL030178g1" 55 311 338
"HMEL030034g1" 71 389 447
"HMEL015904g1" 0 0 0
"HMEL014608g1" 70 232 217
"HMEL009678g1" 57 225 194
"HMEL009534g1" 69 580 574
"HMEL008238g1" 0 9 20
"HMEL002731g1" 517 3058 2154
"HMEL032967g1" 0 5 15
"HMEL032823g1" 8 87 41
"HMEL031527g1" 0 2 0
"HMEL015904g2" 0 0 1
"HMEL013280g1" 31 106 72
"HMEL036182g1" 0 0 0
"HMEL015904g3" 0 0 0
"HMEL015904g4" 20 54 38
"HMEL002928g1" 7 83 94
"HMEL014773g1" 363 1531 1085
"HMEL013477g1" 6 70 142
"HMEL037675g1" 0 0 1
"HMEL037531g1" 0 2 2
"HMEL036379g1" 18 48 22
"HMEL036235g1" 8 63 33
"HMEL030872g1" 0 5 8
"HMEL014773g2" 59 352 316
"HMEL007636g1" 16 72 56
"HMEL037728g1" 0 3 2
"HMEL030925g1" 780 3429 2310
"HMEL018041g1" 53 187 201
"HMEL011382g1" 2 10 6
"HMEL010086g1" 233 843 796
"HMEL035580g1" 224 1293 1224
"HMEL034284g1" 2 1 1
"HMEL034140g1" 1 0 0
"HMEL011382g2" 4 22 16
"HMEL011382g3" 422 1731 1901
"HMEL017418g1" 939 2666 1172
"HMEL012731g1" 112 430 463
"HMEL011579g1" 184 1350 1318
"HMEL010759g1" 26 168 254
"HMEL004245g1" 21 70 77
"HMEL004389g1" 17 64 63
"HMEL006361g1" 1 1 0
"HMEL005065g1" 25 142 215
"HMEL035777g1" 0 0 0
"HMEL035633g1" 34 103 108
"HMEL034337g1" 0 0 0
"HMEL022460g1" 1082 4704 4095
"HMEL017418g2" 64 206 200
"HMEL016090g1" 4 10 14
"HMEL006361g2" 0 2 0
"HMEL005738g1" 0 2 1
"HMEL022657g1" 80 525 590
"HMEL022513g1" 87 446 484
"HMEL017583g1" 391 1351 1475
"HMEL016287g1" 46 156 60
"HMEL016143g1" 119 460 387
"HMEL010780g1" 1 1 0
"HMEL033682g1" 222 847 777
"HMEL032386g1" 49 155 103
"HMEL032242g1" 322 1566 1259
"HMEL022657g2" 60 342 412
"HMEL022513g2" 2 12 1
"HMEL022513g3" 4 23 29
"HMEL022513g4" 85 519 656
"HMEL016816g1" 10 70 57
"HMEL010977g1" 778 3595 4393
"HMEL009006g1" 0 0 0
"HMEL002203g1" 69 400 384
"HMEL033879g1" 0 0 4
"HMEL033735g1" 0 0 0
"HMEL032439g1" 0 0 0
"HMEL037094g1" 0 0 0
"HMEL030291g1" 90 328 195
"HMEL014329" 125 437 556
"HMEL016981g1" 15 10 57
"HMEL015685g1" 80 262 236
"HMEL014389g1" 2 5 12
"HMEL014245g1" 310 1471 1249
"HMEL014101g1" 546 2178 1754
"HMEL012129g1" 0 0 0
"HMEL009171g1" 243 1047 756
"HMEL037147g1" 0 0 0
"HMEL037003g1" 141 413 385
"HMEL031784g1" 1458 5929 2512
"HMEL031640g1" 143 429 343
"HMEL030488g1" 40 206 304
"HMEL030344g1" 7 37 17
"HMEL030200g1" 485 2017 1939
"HMEL016981g2" 8 30 101
"HMEL009171g2" 104 509 339
"HMEL009988g1" 0 0 0
"HMEL008404g1" 7 34 31
"HMEL007108g1" 0 0 0
"HMEL003861g1" 46 165 211
"HMEL031837g1" 1 1 0
"HMEL012294g1" 174 502 460
"HMEL012150g1" 349 1587 1125
"HMEL036492g1" 47 249 310
"HMEL035196g1" 0 0 0
"HMEL035052g1" 150 705 775
"HMEL013787g1" 0 0 0
"HMEL007273g1" 0 0 0
"HMEL037985g1" 365 2482 2898
"HMEL037841g1" 100 437 433
"HMEL036689g1" 2232 8562 11384
"HMEL036545g1" 1038 3564 2412
"HMEL036401g1" 0 0 1
"HMEL035249g1" 243 671 493
"HMEL035105g1" 6 0 2
"HMEL007802g1" 84 601 401
"HMEL022129g1" 491 2537 2953
"HMEL017055g1" 496 2086 1785
"HMEL035890g1" 3 1 2
"HMEL034594g1" 0 0 0
"HMEL034450g1" 0 0 0
"HMEL033298g1" 2 12 6
"HMEL033154g1" 1 2 0
"HMEL033010g1" 0 0 0
"HMEL017728g1" 251 857 486
"HMEL011745g1" 37 154 202
"HMEL010925g1" 0 0 4
"HMEL005231g1" 143 681 756
"HMEL004411g1" 0 0 0
"HMEL004699g1" 11 48 42
"HMEL006671g1" 412 1885 1422
"HMEL003259g1" 0 0 2
"HMEL035943g1" 4 15 17
"HMEL034647g1" 1 1 4
"HMEL034503g1" 9998 36690 30858
"HMEL033207g1" 836 2267 10660
"HMEL021474g1" 4 2 14
"HMEL004608g1" 159 672 507
"HMEL021527g1" 361 1621 1479
"HMEL016597g1" 192 1252 1261
"HMEL015157g1" 295 1540 1365
"HMEL015013g1" 99 534 779
"HMEL004608g2" 128 539 492
"HMEL038059g1" 75 268 216
"HMEL033992g1" 44 187 164
"HMEL032696g1" 5305 20313 20039
"HMEL032552g1" 45 209 184
"HMEL031256g1" 0 3 6
"HMEL031112g1" 3 3 16
"HMEL003953g1" 0 4 2
"HMEL002657g1" 22 256 266
"HMEL033901g1" 2 4 3
"HMEL032749g1" 9 42 36
"HMEL032605g1" 0 3 0
"HMEL031309g1" 1 2 1
"HMEL003953g2" 19 46 62
"HMEL037260g1" 43 242 244
"HMEL003953g3" 2 8 15
"HMEL003953g4" 10 75 56
"HMEL015851g1" 582 2302 2376
"HMEL014699g1" 25 73 123
"HMEL014555g1" 1 1 0
"HMEL009481g1" 0 1 0
"HMEL008185g1" 214 1071 869
"HMEL008041g1" 36 121 99
"HMEL006069g1" 469 2401 2526
"HMEL037457g1" 0 0 2
"HMEL037313g1" 0 0 0
"HMEL036017g1" 0 1 0
"HMEL031950g1" 129 489 500
"HMEL030798g1" 5 13 8
"HMEL030654g1" 22 77 37
"HMEL030510g1" 29 160 158
"HMEL008858g1" 130 671 598
"HMEL007418g1" 76 417 394
"HMEL030707g1" 10 1 0
"HMEL012460g1" 149 400 371
"HMEL011164g1" 0 0 0
"HMEL011020g1" 337 2395 2716
"HMEL008858g2" 262 1013 738
"HMEL006090g1" 26 185 147
"HMEL035362g1" 4 14 22
"HMEL034066g1" 6 15 19
"HMEL012460g2" 269 1051 1062
"HMEL013953g1" 312 1111 1078
"HMEL012513g1" 1189 5179 5159
"HMEL011837g1" 112 399 462
"HMEL005467g1" 53 317 241
"HMEL006143g1" 287 1007 777
"HMEL036999g1" 0 0 0
"HMEL036855g1" 8 32 84
"HMEL036711g1" 0 0 0
"HMEL035559g1" 1 13 12
"HMEL035415g1" 35 147 211
"HMEL034119g1" 2 40 13
"HMEL006816g1" 538 1955 2118
"HMEL036908g1" 1 5 77
"HMEL021619g1" 61 191 176
"HMEL017365g1" 3 4 5
"HMEL016069g1" 44 136 104
"HMEL004192g1" 104 611 709
"HMEL034760g1" 519 1989 1716
"HMEL033464g1" 0 0 4
"HMEL033320g1" 0 0 0
"HMEL032168g1" 1 15 1
"HMEL032024g1" 0 0 0
"HMEL017365g2" 0 1 1
"HmGr6_1" 0 0 0
"HMEL011911g1" 1 9 2
"HMEL003569g1" 83 476 312
"HMEL005541g1" 37 184 152
"HMEL004721g1" 40 118 182
"HMEL034957g1" 0 0 0
"HMEL034813g1" 105 421 315
"HMEL033517g1" 0 1 0
"HMEL021784g1" 607 2515 2503
"HMEL020200g1" 125 856 1082
"HMEL038172g1" 1 6 1
"HMEL030073g1" 1 5 2
"HMEL004918g1" 57 170 125
"HMEL016763g1" 611 1977 1538
"HMEL015467g1" 108 399 385
"HMEL015323g1" 2464 11580 12697
"HMEL013207g1" 6 36 44
"HMEL003590g1" 0 2 4
"HMEL002294g1" 4 11 29
"HMEL038225g1" 47 178 107
"HMEL032862g1" 361 1123 893
"HMEL031566g1" 387 1148 994
"HMEL031422g1" 4 5 9
"HMEL030126g1" 0 0 0
"HMEL013207g2" 32 97 73
"HMEL002823g1" 499 2725 2422
"HMEL002967g1" 131 391 288
"HMEL032915g1" 0 0 0
"HMEL031619g1" 14 103 71
"HMEL013372g1" 6 38 30
"HMEL012076g1" 414 1764 1531
"HMEL037570g1" 0 0 0
"HMEL036274g1" 15 47 76
"HMEL036130g1" 2 9 3
"HMEL007793" 307 1597 1885
"HMEL014721g1" 7 38 9
"HMEL013425g1" 17 63 68
"HMEL012749g1" 1 1 1
"HMEL009791g1" 146 1683 2324
"HMEL007055g1" 286 595 729
"HMEL006235g1" 20 77 67
"HMEL006379g1" 73 301 92
"HMEL037767g1" 671 1798 2002
"HMEL037623g1" 1 7 4
"HMEL036327g1" 1 7 5
"HMEL030964g1" 0 0 17
"HMEL030820g1" 2 2 12
"HMEL006235g2" 1044 4412 4222
"HMEL007728g1" 650 2146 1774
"HMEL016017g1" 11 24 6
"HMEL011474g1" 82 443 447
"HMEL011330g1" 2531 7527 1395
"HMEL035672g1" 0 0 0
"HMEL034376g1" 16 78 137
"HMEL034232g1" 5 2 9
"HMEL010707g1" 65 195 220
"HMEL006453g1" 44 296 341
"HMEL006597g1" 61 246 543
"HMEL035869g1" 0 0 0
"HMEL035725g1" 1 5 11
"HMEL034429g1" 0 0 0
"HMEL022552g1" 17 29 7
"HMEL006453g2" 42 179 190
"HMEL032281g1" 0 0 0
"HMEL014119g1" 166 733 908
"HMEL005605" 334 1186 1605
"HMEL033774g1" 0 0 0
"HMEL033630g1" 0 0 0
"HMEL032478g1" 206 755 818
"HMEL032334g1" 0 0 2
"HMEL031038g1" 3 23 16
"HMEL005995g1" 2 16 21
"HmGr28_1" 0 4 3
"HMEL033827g1" 10 29 0
"HMEL020798g1" 2 9 2
"HMEL020654g1" 454 1822 1743
"HMEL014284g1" 4 29 35
"HMEL014140g1" 106 337 250
"HMEL037186g1" 1613 5011 3254
"HMEL037042g1" 2 1 7
"HMEL030383g1" 0 0 2
"HMEL015633g1" 90 640 639
"HMEL013517g1" 40 130 113
"HMEL007003g1" 5 9 0
"HMEL001020g1" 288 1173 1167
"HMEL037239g1" 0 2 15
"HMEL031876g1" 0 0 0
"HMEL031732g1" 0 0 0
"HMEL030436g1" 0 0 0
"HMEL013517g2" 58 283 269
"HMEL035091g1" 7 42 45
"HmIR60a1a_1" 0 0 0
"HMEL031929g1" 0 0 0
"HMEL013682g1" 46 191 238
"HMEL012386g1" 289 601 714
"HMEL012242g1" 106 657 601
"HMEL037880g1" 148 579 618
"HMEL036584g1" 0 2 9
"HMEL036440g1" 0 1 2
"HMEL035288g1" 0 2 2
"HMEL035144g1" 182 499 538
"HMEL035000g1" 0 2 2
"HMEL006545g1" 139 613 871
"HMEL006689g1" 171 407 1242
"HMEL037933g1" 26 12 17
"HMEL036637g1" 97 317 335
