"V2" "V3" "V4"
"HMEL009594g1" 829 2721 2548
"HMEL008154g1" 123 579 612
"HMEL002791g1" 300 1176 1318
"HMEL000055g1" 6 19 17
"HMEL038102g1" 2 2 1
"HMEL037426g1" 0 0 0
"HMEL032883g1" 185 761 775
"HMEL031587g1" 1 4 3
"HMEL031443g1" 118 539 528
"HMEL030147g1" 17 95 121
"HMEL030003g1" 58 215 208
"HMEL000055g2" 0 0 0
"HMEL000055g3" 6 4 9
"HMEL009647g1" 1881 5063 3548
"HMEL008207g1" 7 14 16
"HMEL002844g1" 50 150 127
"HMEL002988g1" 121 362 399
"HMEL011277g1" 1898 5109 5863
"HMEL037591g1" 3376 9379 7345
"HMEL036295g1" 5 25 6
"HMEL036151g1" 0 0 0
"HMEL013922g1" 235 990 769
"HMEL012626g1" 25 95 111
"HMEL007696g1" 54 163 129
"HMEL037788g1" 0 0 2
"HMEL037644g1" 33 145 154
"HMEL037500g1" 161 719 714
"HMEL035528g1" 54 317 274
"HMEL030985g1" 12 59 53
"HMEL030841g1" 149 538 476
"HMEL008901g1" 302 795 697
"HMEL007749g1" 202 1099 1158
"HMEL007605g1" 1 8 11
"HMEL006309g1" 156 568 487
"HMEL012791g1" 1 0 0
"HMEL035693g1" 0 1 0
"HMEL034397g1" 0 0 0
"HMEL034253g1" 79 446 649
"HMEL010728g1" 0 5 1
"HMEL006950g1" 336 672 308
"HMEL004214g1" 0 0 0
"HMEL005798g1" 326 1230 1056
"HMEL035746g1" 0 2 2
"HMEL035602g1" 33 220 203
"HMEL034926g1" 0 0 0
"HMEL022573g1" 1 0 5
"HMEL021806g1" 197 1055 716
"HMEL016876g1" 2516 9967 10143
"HMEL016732g1" 87 197 313
"HMEL015436g1" 53 217 256
"HMEL009066g1" 59 191 174
"HMEL002263g1" 63 247 217
"HMEL033795g1" 1 1 1
"HMEL033651g1" 101 314 340
"HMEL032499g1" 379 1323 1305
"HMEL032355g1" 87 407 286
"HMEL032211g1" 0 0 2
"HMEL031059g1" 180 507 296
"HMEL030239g1" 4 34 29
"HMEL016929g1" 190 553 439
"HMEL003756g1" 5 33 145
"HMEL002316g1" 0 0 0
"HMEL021971g1" 4 17 26
"HMEL014161g1" 52 343 391
"HMEL013485g1" 404 1411 1634
"HMEL013341g1" 84 302 302
"HMEL002316g2" 0 0 0
"HMEL037063g1" 447 819 960
"HMEL030260g1" 20 181 259
"HMEL014161g2" 23 80 82
"HMEL011231" 1 11 6
"HMEL014978g1" 290 1169 1178
"HMEL013538g1" 0 4 2
"HMEL009760g1" 42 137 157
"HMEL008464g1" 24 27 49
"HMEL008320g1" 0 0 2
"HMEL007168g1" 94 404 443
"HMEL031897g1" 20 56 101
"HMEL031753g1" 0 3 3
"HMEL030457g1" 0 0 0
"HMEL030313g1" 24 115 3
"HMEL008320g2" 7034 13889 9253
"HMEL009813g1" 14 144 112
"HMEL008517g1" 58 216 126
"HMEL018102g1" 0 0 0
"HMEL011443g1" 135 661 598
"HMEL010147g1" 143 661 420
"HMEL036461g1" 1145 4722 4181
"HMEL035165g1" 2 0 2
"HMEL035021g1" 0 0 4
"HMEL012936g1" 60 596 638
"HMEL007862g1" 175 685 609
"HMEL005126g1" 0 0 0
"HMEL037954g1" 109 411 347
"HMEL037810g1" 3068 6521 6318
"HMEL035838g1" 0 1 7
"HMEL007862g2" 536 2504 2043
"HMEL033070g1" 9 8 4
"HMEL017788g1" 0 0 9
"HMEL016348g1" 7 48 52
"HMEL016204g1" 1043 3770 3724
"HMEL010985g1" 1 5 10
"HMEL004471g1" 873 4589 3513
"HMEL003175g1" 229 755 681
"HMEL034563g1" 34 132 96
"HMEL033267g1" 44 194 17
"HMEL033123g1" 243 788 625
"HMEL031007g1" 0 3 5
"HMEL020094g1" 2 14 7
"HMEL016204g2" 0 0 0
"HMEL016204g3" 0 0 0
"HMEL004524g1" 1 4 0
"HMEL035912g1" 1 4 8
"HMEL031172g1" 147 425 287
"HMEL015746g1" 0 5 8
"HMEL015602g1" 133 548 464
"HMEL009232g1" 5 17 9
"HMEL002573g1" 0 0 0
"HMEL037208g1" 22 78 137
"HMEL033961g1" 0 0 0
"HMEL032665g1" 0 0 0
"HMEL032521g1" 7 18 52
"HMEL031369g1" 0 0 0
"HMEL031225g1" 4 27 30
"HMEL030549g1" 0 10 11
"HMEL030405g1" 0 5 0
"HMEL015746g2" 4 4 0
"HMEL013651g1" 425 1294 546
"HMEL012355g1" 33 80 146
"HMEL012211g1" 18 35 52
"HMEL007281g1" 39 173 179
"HMEL037373g1" 0 0 0
"HMEL036077g1" 0 5 17
"HMEL030570g1" 2 0 0
"HMEL012355g2" 58 183 100
"HMEL013704g1" 2 0 0
"HMEL012408g1" 5 14 22
"HMEL008774g1" 1225 5300 3068
"HMEL008630g1" 0 0 0
"HMEL007334g1" 0 0 0
"HMEL036606g1" 314 1158 1057
"HMEL030767g1" 1 9 1
"HMEL030623g1" 0 0 0
"HMEL017779" 0 0 0
"HMEL011080g1" 369 1288 1347
"HMEL007334g2" 3 12 6
"HMEL011753g1" 129 338 321
"HMEL010457g1" 2 1 2
"HMEL005383g1" 173 783 817
"HMEL036771g1" 1 0 4
"HMEL035475g1" 0 0 0
"HMEL035331g1" 3 0 37
"HMEL034179g1" 3 11 7
"HMEL034035g1" 0 0 0
"HMEL011806g1" 203 872 700
"HMEL006876g1" 88 441 560
"HMEL036968g1" 77 531 676
"HMEL036824g1" 72 368 243
"HMEL034708g1" 0 1 1
"HMEL021679g1" 0 0 0
"HMEL015165g1" 18 38 48
"HMEL015021g1" 1 3 0
"HMEL033380g1" 2 15 8
"HMEL032084g1" 103 238 308
"HmelUGT34A5" 0 0 0
"HMEL017954g1" 145 574 500
"HMEL017810g1" 68 295 238
"HMEL016514g1" 5 0 0
"HMEL015218g1" 385 1077 868
"HMEL004781g1" 4 31 9
"HMEL003341g1" 47 271 228
"HMEL034873g1" 1 2 1
"HMEL033577g1" 1 5 8
"HMEL033433g1" 291 930 1206
"HMEL032137g1" 1892 7330 6627
"HMEL031317g1" 0 0 0
"HMEL017810g2" 24 147 79
"HMEL002043" 3 14 2
"HMEL003538g1" 0 0 0
"HMEL020933g1" 20 144 85
"HMEL014563g1" 183 736 616
"HMEL013123g1" 36 162 284
"HMEL003538g2" 136 270 1481
"HMEL038141g1" 1006 5713 4741
"HMEL031482g1" 0 0 0
"HMEL030186g1" 158 470 392
"HMEL030042g1" 0 1 4
"HMEL020933g2" 11 47 39
"HMEL014616g1" 121 541 483
"HMEL009686g1" 172 565 514
"HMEL009542g1" 7 17 2
"HMEL008246g1" 32 142 172
"HMEL000003g1" 7 24 21
"HMEL037518g1" 41 331 281
"HMEL032975g1" 0 2 1
"HMEL032831g1" 424 1692 1902
"HMEL031679g1" 0 0 0
"HMEL031535g1" 4 19 19
"HMEL030859g1" 435 2220 2090
"HMEL030715g1" 0 9 6
"HMEL036190g1" 609 1775 2322
"HMEL009739g1" 118 399 387
"HMEL002936g1" 20 95 92
"HMEL018028g1" 531 1401 1278
"HMEL014781g1" 173 456 586
"HMEL013961g1" 100 312 236
"HMEL012521g1" 0 1 0
"HMEL011369g1" 89 185 153
"HMEL011225g1" 294 1077 591
"HMEL007591g1" 0 7 13
"HMEL006295g1" 920 3726 3483
"HMEL037683g1" 0 3 7
"HMEL036387g1" 0 20 2
"HMEL036243g1" 81 551 539
"HMEL030880g1" 13184 52439 46874
"HMEL006295g2" 773 2547 2116
"HMEL008940g1" 226 738 640
"HMEL007788g1" 1641 6634 5156
"HMEL007644g1" 89 312 303
"HMEL007500g1" 11 38 38
"HMEL006204g1" 78 340 157
"HMEL006348g1" 52 145 132
"HMEL037736g1" 253 1187 1244
"HMEL036916g1" 0 4 3
"HMEL030933g1" 0 0 0
"HMEL034292g1" 0 0 0
"HMEL010623g1" 31 199 173
"HMEL004253g1" 0 0 0
"HMEL035785g1" 11 67 83
"HMEL035641g1" 0 1 0
"HMEL034489g1" 0 0 0
"HMEL034345g1" 0 0 1
"HMEL034201g1" 11 59 70
"HMEL033049g1" 172 830 706
"HMEL032229g1" 191 707 538
"HMEL005602g1" 282 1099 1250
"HMEL005746g1" 120 775 848
"HMEL004306g1" 131 619 586
"HMEL021701g1" 103 308 465
"HMEL016151g1" 935 3756 3976
"HMEL015475g1" 70 382 455
"HMEL014179g1" 32 229 196
"HMEL014035g1" 10 58 49
"HMEL033690g1" 1 0 0
"HMEL032394g1" 0 0 0
"HMEL032250g1" 943 4162 2810
"HMEL031098g1" 148 838 869
"HMEL016824g1" 166 701 624
"HMEL009014g1" 248 808 800
"HMEL003651g1" 0 0 8
"HMEL002211g1" 123 349 385
"HMEL002355g1" 2 44 39
"HMEL002499g1" 429 1640 1439
"HMEL033887g1" 378 1428 1283
"HMEL033743g1" 0 1 0
"HMEL032447g1" 10 79 122
"HMEL032303g1" 0 0 0
"HMEL031627g1" 386 893 950
"HMEL002408g1" 374 892 937
"HMEL015693g1" 0 0 0
"HMEL014873g1" 0 0 0
"HMEL013433g1" 6 18 10
"HMEL037299g1" 0 0 0
"HMEL037155g1" 3 21 12
"HMEL037011g1" 36 176 140
"HMEL031792g1" 283 1140 834
"HMEL030496g1" 0 0 0
"HMEL030352g1" 0 5 0
"HMEL013433g2" 1358 5189 3767
"HMEL014926g1" 61 258 240
"HMEL009996g1" 3 4 8
"HMEL009852g1" 0 0 0
"HMEL008556g1" 2 17 12
"HMEL008412g1" 3066 8774 6512
"HMEL037828g1" 2 31 8
"HMEL031989g1" 0 0 0
"HMEL031845g1" 0 1 1
"HMEL031701g1" 3 7 8
"HMEL014926g2" 180 930 598
"HMEL009996g2" 1 5 20
"HMEL035060g1" 8 107 93
"HMEL009905g1" 12 57 37
"HMEL012975g1" 213 1149 1312
"HMEL011679g1" 0 2 0
"HMEL010239g1" 86 432 483
"HMEL037993g1" 9 3 3
"HMEL036697g1" 1 1 3
"HMEL036553g1" 19 125 166
"HMEL035257g1" 162 462 461
"HMEL035113g1" 0 0 0
"HMEL007954g1" 237 2006 1031
"HMEL006514g1" 0 2 0
"HMEL006658g1" 31 92 83
"HMEL037902g1" 296 1257 1122
"HMEL016387g1" 223 732 736
"HMEL016243g1" 438 1597 2170
"HMEL033162g1" 0 0 0
"HMEL003123g1" 13 45 56
"HMEL003267g1" 15 38 7
"HMEL035951g1" 58 326 258
"HMEL034799g1" 0 0 0
"HMEL034655g1" 0 0 0
"HMEL034511g1" 1 8 4
"HMEL033359g1" 0 7 1
"HMEL033215g1" 0 1 0
"HMEL032539g1" 169 755 934
"HMEL020042g1" 16 46 56
"HMEL005912g1" 3 1 7
"HMEL004616g1" 86 383 313
"HMEL020715g1" 0 0 0
"HMEL014489g1" 2 1 0
"HMEL014345g1" 26 107 75
"HMEL009271g1" 146 755 699
"HMEL004616g2" 0 2 7
"HMEL038067g1" 54 181 123
"HMEL032560g1" 6 11 6
"HMEL031264g1" 38 142 180
"HMEL031120g1" 0 9 4
"HMEL014489g2" 0 1 0
"HMEL004616g3" 2124 6684 5871
"HMEL009468g1" 288 650 521
"HMEL009324g1" 31 405 321
"HMEL002665g1" 0 0 0
"HMEL032757g1" 0 0 5
"HMEL032613g1" 0 1 2
"HMEL031937g1" 0 0 0
"HMEL009324g2" 181 877 578
"HMEL002718g1" 123 453 482
"HMEL013887g1" 1150 6403 2433
"HMEL013743g1" 1 1 3
"HMEL012447g1" 92 491 515
"HMEL011007g1" 18 161 178
"HMEL007373g1" 0 4 2
"HMEL006077g1" 117 657 689
"HMEL037465g1" 0 4 11
"HMEL037321g1" 33 71 155
"HMEL036169g1" 0 0 0
"HMEL036025g1" 0 11 1
"HMEL030662g1" 0 1 0
"HMEL008866g1" 92 223 211
"HMEL008722g1" 16 76 61
"HMEL007426g1" 76 255 170
"HMEL017299g1" 1 48 84
"HMEL017011g1" 86 239 231
"HMEL010496g1" 163 419 457
"HMEL008722g2" 0 0 5
"HMEL035370g1" 0 1 6
"HMEL034074g1" 1 8 2
"HMEL008722g3" 0 0 0
"HMEL008722g4" 22 72 79
"HMEL008722g5" 14 69 50
"HMEL017208g1" 118 353 409
"HMEL011845g1" 626 1759 1291
"HMEL011701g1" 1 4 0
"HMEL008722g6" 0 7 9
"HMEL005331g1" 24 51 37
"HMEL036863g1" 40 57 18
"HMEL035567g1" 0 0 0
"HMEL035423g1" 4 30 50
"HMEL034127g1" 1 0 2
"HMEL033307g1" 165 1276 1171
"HMEL022250g1" 101 399 397
"HMEL011701g2" 0 0 0
"HMEL003842" 0 7 3
"HMEL011701g3" 0 0 1
"HMEL003843" 0 4 0
"HMEL011701g4" 0 0 0
"HMEL005528g1" 0 0 0
"HMEL006824g1" 170 743 661
"HMEL016697g1" 185 1139 1163
"HMEL010570g1" 392 2015 2302
"HMEL033472g1" 0 1 1
"HMEL032176g1" 113 320 431
"HMEL032032g1" 0 0 0
"HMEL017902g1" 0 0 2
"HMEL016606g1" 163 614 651
"HMEL003577g1" 3 17 16
"HMEL002137g1" 31 95 82
"HMEL034965g1" 0 0 0
"HMEL034821g1" 88 381 306
"HMEL033669g1" 4 17 10
"HMEL033525g1" 2 27 14
"HMEL032849g1" 140 465 379
"HMEL032705g1" 39 98 70
"HMEL031409g1" 5 13 49
"HMEL025039g1" 159 521 502
"HMEL020352g1" 0 0 0
"HMEL017902g2" 769 2639 2332
"HMEL003577g2" 0 0 5
"HMEL038180g1" 200 876 814
"HMEL030081g1" 0 0 2
"HMEL003577g3" 0 0 0
"HMEL004926g1" 4427 14481 8934
"HMEL016771g1" 69 373 379
"HMEL013359g1" 4 13 6
"HMEL013215g1" 13 102 41
"HMEL038233g1" 0 0 0
"HMEL032870g1" 337 1724 1758
"HMEL031574g1" 5 16 44
"HMEL031430g1" 0 17 14
"HMEL030278g1" 229 665 526
"HMEL030134g1" 39 231 237
"HMEL013359g2" 0 0 2
"HMEL009634g1" 13 54 37
"HMEL008338g1" 535 1941 1739
"HMEL002975g1" 8 3 135
"HMEL032923g1" 0 0 0
"HMEL030807g1" 1 0 2
"HMEL013380g1" 79 273 215
"HMEL012084g1" 0 0 0
"HMEL011264g1" 4 27 14
"HMEL036282g1" 5 10 11
"HMEL012613g1" 0 0 0
"HMEL011317g1" 363 1549 1942
"HMEL007683g1" 371 1592 1198
"HMEL006243g1" 53 175 86
"HMEL006387g1" 9 21 40
"HMEL037775g1" 0 2 0
"HMEL037631g1" 1 4 5
"HMEL036479g1" 9 21 22
"HMEL036335g1" 0 0 0
"HMEL035039g1" 4173 13407 9336
"HMEL034219g1" 1 1 0
"HMEL030972g1" 5 17 28
"HMEL011317g2" 23 179 287
"HMEL016918" 61 248 57
"HMEL016025g1" 78 364 295
"HMEL035680g1" 2 2 2
"HMEL034384g1" 0 0 2
"HMEL034240g1" 0 0 1
"HMEL033088g1" 45 115 105
"HMEL035877g1" 0 0 2
"HMEL035733g1" 10 90 24
"HMEL034437g1" 759 2861 2455
"HMEL033617g1" 0 0 0
"HMEL016190g1" 20 34 55
"HMEL016190g2" 3 13 27
"HMEL015567g1" 104 438 529
"HMEL015423g1" 378 1176 1496
"HMEL014127g1" 182 725 546
"HMEL010880g1" 178 612 935
"HMEL009053g1" 2 0 0
"HMEL003070g1" 46 148 165
"HMEL002394g1" 1 1 19
"HMEL033782g1" 99 409 293
"HMEL032486g1" 0 0 0
"HMEL032342g1" 0 0 0
"HMEL031046g1" 2 0 0
"HMEL002447g1" 150 631 518
"HmGr36_1" 0 0 0
"HMEL033979g1" 0 0 0
"HMEL033835g1" 93 319 404
"HMEL031719g1" 0 0 2
"HMEL037194g1" 23 115 140
"HMEL037050g1" 1 5 8
"HMEL030391g1" 2 1 3
"HMEL014821g1" 2852 5223 3783
"HMEL013669g1" 115 331 342
"HMEL013525g1" 41 260 258
"HMEL012229g1" 105 143 158
"HMEL008451g1" 105 424 421
"HMEL007155g1" 69 206 222
"HMEL007011g1" 1 0 0
"HMEL037247g1" 7 12 11
"HMEL037103g1" 1 1 0
"HMEL031884g1" 0 0 5
"HMEL031740g1" 0 4 10
"HMEL030588g1" 2 0 0
"HMEL030444g1" 0 0 0
"HMEL030300g1" 1 0 0
"HMEL009800g1" 0 2 3
"HMEL007208g1" 9923 26293 23392
"HMEL013690g1" 126 722 821
"HMEL012394g1" 82 318 341
"HMEL012250g1" 13098 38058 27439
"HMEL036592g1" 0 4 17
"HMEL035296g1" 65 284 358
"HMEL035152g1" 12 39 30
"HMEL006553g1" 114 449 354
"HMEL006697g1" 536 5296 2830
"HMEL005113g1" 2 0 0
"HMEL005257g1" 2 4 6
"HMEL037941g1" 18 45 38
"HMEL036789g1" 33 174 181
"HMEL036645g1" 14122 39130 31939
"HMEL036501g1" 2 4 5
"HMEL035349g1" 40 165 141
"HMEL035205g1" 0 0 0
"HMEL034529g1" 0 14 17
"HMEL022032g1" 91 378 360
"HMEL006697g2" 0 0 0
"HMEL017775g1" 0 1 0
"HMEL017631g1" 14 75 32
"HMEL016479g1" 6 41 32
"HMEL015039g1" 0 0 0
"HMEL011792g1" 26 298 1
"HMEL003162g1" 23 94 96
"HMEL035990g1" 1 17 6
"HMEL034694g1" 0 0 0
"HMEL034550g1" 0 0 5
"HMEL033398g1" 0 0 0
"HMEL033254g1" 0 0 0
"HMEL033110g1" 0 0 0
"HMEL003162g2" 216 1042 718
"HMEL004655g1" 40 180 122
"HMEL003215g1" 10 43 47
"HMEL003359g1" 348 922 816
"HMEL005951g1" 1 0 0
"HMEL034747g1" 613 1680 2566
"HMEL034603g1" 0 4 4
"HMEL021430g1" 5 7 6
"HMEL015060g1" 8 18 24
"HMEL012587" 604 1999 1491
"HMEL015877g1" 0 0 1
"HMEL015733g1" 0 1 1
"HMEL009363g1" 37 229 318
"HMEL002560g1" 8 55 35
"HMEL038159g1" 0 3 5
"HMEL038015g1" 0 0 0
"HMEL032796g1" 239 873 835
"HMEL032652g1" 0 0 0
"HMEL031356g1" 0 0 0
"HMEL031212g1" 93 267 361
"HMEL009416g1" 111 746 786
"HMEL037360g1" 0 0 0
"HMEL036064g1" 6 49 31
"HMEL013835g1" 149 591 634
"HMEL012539g1" 206 808 728
"HMEL008761g1" 60 192 130
"HMEL007465g1" 1 2 33
"HMEL006169g1" 68 420 464
"HMEL037557g1" 0 8 1
"HMEL037413g1" 0 0 0
"HMEL036117g1" 0 0 0
"HMEL030898g1" 195 983 837
"HMEL030754g1" 0 0 0
"HMEL030610g1" 0 1 0
"HMEL006169g2" 58 232 233
"HMEL008958g1" 125 483 430
"HMEL008814g1" 22 137 184
"HMEL007518g1" 30 205 214
"HMEL017247g1" 0 1 1
"HMEL017103g1" 0 3 12
"HMEL012560g1" 1379 4639 4850
"HMEL010444g1" 10 149 108
"HMEL010300g1" 96 268 204
"HMEL004074g1" 1552 6131 4816
"HMEL035462g1" 0 0 0
"HMEL034166g1" 162 612 382
"HMEL034022g1" 1 2 0
"HMEL006863g1" 175 491 423
"HMEL005567g1" 41 131 146
"HMEL036955g1" 0 0 0
"HMEL036811g1" 0 0 10
"HMEL035659g1" 0 2 0
"HMEL035515g1" 0 1 0
"HMEL021046g1" 2 32 15
"HMEL032071g1" 1 1 0
"HMEL021046g2" 0 0 0
"HMEL006916g1" 1381 5097 5532
"HMEL021719g1" 0 0 0
"HMEL010662g1" 0 0 0
"HMEL002176g1" 653 2366 2152
"HMEL004292g1" 29 141 128
"HMEL034860g1" 0 5 3
"HMEL033564g1" 3 21 14
"HMEL033420g1" 13 14 2
"HMEL032268g1" 0 0 0
"HMEL032124g1" 1 0 0
"HMEL004821g1" 28 166 207
"HMEL004965g1" 122 389 422
"HMEL003669g1" 2 4 4
"HMEL002229g1" 324 1954 2042
"HMEL034913g1" 10 30 144
"HMEL015370g1" 0 0 5
"HMEL014074g1" 1540 4686 3597
"HMEL004965g2" 82 317 293
"HMEL030173g1" 0 5 9
"HMEL014747g1" 247 1124 950
"HMEL014603g1" 8 56 100
"HMEL013307g1" 36 162 197
"HMEL008377g1" 5553 15198 11184
"HMEL002870g1" 2 9 18
"HMEL037029g1" 66 232 299
"HMEL036209g1" 14 91 64
"HMEL032962g1" 32 145 129
"HMEL031666g1" 0 0 0
"HMEL031522g1" 44 178 135
"HMEL030226g1" 123 300 171
"HMEL013307g2" 31 224 111
"HMEL002870g2" 47 189 180
"HMEL002923g1" 995 3378 1688
"HMEL018015g1" 152 443 544
"HMEL013472g1" 58 185 215
"HMEL011356g1" 122 486 405
"HMEL037670g1" 27 94 87
"HMEL036374g1" 1960 4942 4187
"HMEL036230g1" 8 20 23
"HMEL035078g1" 1 0 3
"HMEL012849g1" 5 3 9
"HMEL011409g1" 28 70 56
"HMEL007775g1" 0 0 3
"HMEL007631g1" 598 3197 3312
"HMEL006335g1" 216 768 797
"HMEL005039g1" 814 4366 3970
"HMEL037867g1" 1 7 15
"HMEL037723g1" 13 30 26
"HMEL036427g1" 346 1296 1010
"HMEL035607g1" 0 5 12
"HMEL030920g1" 3 21 2
"HMEL010081g1" 115 346 295
"HMEL007631g2" 93 370 508
"HMEL007828g1" 203 529 494
"HMEL017413g1" 3 15 24
"HMEL016117g1" 104 475 392
"HMEL012870g1" 162 505 508
"HMEL011574g1" 318 1387 1458
"HMEL010898g1" 1 9 10
"HMEL010610g1" 78 319 382
"HMEL003088g1" 59 418 446
"HMEL035772g1" 8 51 59
"HMEL034476g1" 2 7 7
"HMEL034332g1" 25 108 162
"HMEL033036g1" 167 1024 857
"HMEL012870g2" 2 16 14
"HMEL011574g2" 166 431 414
"HMEL010898g2" 0 0 0
"HMEL010807g1" 243 591 605
"HMEL004437g1" 27 126 187
"HMEL005877g1" 0 0 4
"HMEL035969g1" 5 9 70
"HMEL035825g1" 403 2081 1594
"HMEL033709g1" 0 0 0
"HMEL021212g1" 0 2 0
"HMEL016282g1" 0 0 0
"HMEL014022g1" 303 685 4377
"HMEL032381g1" 0 0 0
"HMEL031085g1" 0 0 1
"HMEL016955g1" 766 4140 2735
"HMEL015515g1" 1886 4772 3384
"HMEL014219g1" 72 224 651
"HMEL010972g1" 41 241 253
"HMEL009289g1" 881 2492 1983
"HMEL009001g1" 153 685 592
"HMEL002342g1" 0 0 0
"HMEL033874g1" 195 550 717
"HMEL033730g1" 0 1 1
"HMEL032578g1" 0 5 17
"HMEL032434g1" 267 829 341
"HMEL031138g1" 212 800 764
"HMEL002342g2" 0 0 0
"HMEL002342g3" 0 0 0
"HMEL007289" 31 62 332
"HMEL003835g1" 2 7 16
"HMEL003979g1" 460 3036 3219
"HMEL002539g1" 197 630 618
"HMEL033927g1" 167 934 724
"HMEL020898g1" 117 343 376
"HMEL015680g1" 232 955 866
"HMEL012268g1" 1047 3767 3150
"HMEL012124g1" 322 1170 2294
"HMEL037286g1" 89 201 432
"HMEL037142g1" 2 12 13
"HMEL030483g1" 0 0 0
"HMEL013617g1" 9 60 20
"HMEL009983g1" 125 431 359
"HMEL037339g1" 5 10 19
"HMEL036519g1" 1191 1771 4909
"HMEL031976g1" 65 235 178
"HMEL031832g1" 26 243 157
"HMEL030536g1" 1 4 5
"HMEL035191g1" 1 9 1
"HMEL017029g1" 2 11 62
"HMEL012486g1" 780 3982 3133
"HMEL037980g1" 33 297 321
"HMEL036684g1" 431 2017 1870
"HMEL036540g1" 0 0 0
"HMEL035388g1" 161 834 472
"HMEL035244g1" 13 120 164
"HMEL035100g1" 0 0 0
"HMEL011719g1" 0 1 0
"HMEL006501g1" 39 172 200
"HMEL006645g1" 224 1035 918
"HMEL005349g1" 3 3 5
"HMEL036737g1" 551 1658 1379
"HMEL022124g1" 0 0 0
"HMEL021304g1" 2219 6710 4741
"HMEL017194g1" 484 2166 1975
"HMEL017050g1" 131 456 452
"HMEL010391g1" 487 2372 2113
"HMEL033293g1" 0 1 7
"HMEL022124g2" 2 5 17
"HMEL022124g3" 0 1 7
"HMEL017867g1" 636 2638 1755
"HMEL017723g1" 59 328 294
"HMEL016427g1" 315 814 565
"HMEL011884g1" 403 1511 1242
"HMEL011740g1" 277 753 764
"HMEL010920g1" 68 276 337
"HMEL004550g1" 3825 10576 9993
"HMEL003254g1" 189 435 470
"HMEL003398g1" 9 27 25
"HMEL005370g1" 0 0 0
"HMEL034786g1" 146 544 357
"HMEL034642g1" 1779 4672 6400
"HMEL033346g1" 0 0 0
"HMEL033202g1" 0 0 4
"HMEL004603g1" 0 4 0
"HMEL034839g1" 2 12 10
"HMEL016592g1" 282 1964 1620
"HMEL015296g1" 80 355 337
"HMEL015152g1" 21 43 28
"HMEL038198g1" 0 2 2
"HMEL038054g1" 1 10 5
"HMEL032691g1" 50 281 238
"HMEL031395g1" 28 97 48
"HMEL031251g1" 2 0 1
"HMEL030099g1" 0 9 12
"HMEL015825g1" 7602 18569 14591
"HMEL014529g1" 0 0 1
"HMEL009599g1" 105 449 474
"HMEL008159g1" 178 656 473
"HMEL038107g1" 0 0 1
"HMEL032888g1" 108 391 285
"HMEL032744g1" 0 0 0
"HMEL032600g1" 0 0 0
"HMEL031448g1" 5 13 8
"HMEL031304g1" 7 66 112
"HMEL030008g1" 0 2 5
"HMEL014529g2" 3 0 5
"HMEL002849g1" 0 5 48
"HMEL015990g1" 34 141 134
"HMEL012434g1" 0 10 16
"HMEL008180g1" 107 306 206
"HMEL037596g1" 0 0 0
"HMEL037452g1" 0 2 1
"HMEL036156g1" 304 674 539
"HMEL036012g1" 0 0 0
"HMEL030793g1" 3 0 1
"HMEL016930" 44 145 154
"HMEL008853g1" 3 10 10
"HMEL037649g1" 0 0 2
"HMEL037505g1" 2 4 5
"HMEL030846g1" 18 110 87
"HMEL030702g1" 5 13 1
"HMEL022216g1" 148 477 408
"HMEL034061g1" 0 5 2
"HMEL008906g1" 89 455 507
"HMEL017339g1" 90 326 283
"HMEL011976g1" 4 12 26
"HMEL004022g1" 3 8 2
"HMEL006282g1" 32 141 153
"HMEL036994g1" 1 2 1
"HMEL036850g1" 0 0 0
"HMEL035698g1" 0 0 0
"HMEL035554g1" 0 1 1
"HMEL035410g1" 178 665 748
"HMEL034258g1" 1825 8730 7101
"HMEL034114g1" 88 414 414
"HMEL017339g2" 15 100 183
"HMEL017339g3" 113 578 740
"HMEL004219g1" 0 101 4
"HMEL006811g1" 441 1837 5424
"HMEL005515g1" 97 522 623
"HMEL005659g1" 25 131 114
"HMEL036903g1" 1 35 26
"HMEL022434g1" 7 11 13
"HMEL016064g1" 37 117 167
"HMEL006811g2" 350 1459 5366
"HMEL005659g2" 239 880 765
"HMEL006421" 1 11 0
"HMEL032163g1" 0 1 5
"HMEL005659g3" 527 2313 2097
"HmGr1_1" 0 6 18
"HMEL016737g1" 216 657 712
"HMEL002124g1" 1935 3930 7373
"HMEL004860g1" 1 7 16
"HMEL003420g1" 103 343 418
"HMEL034952g1" 2 3 11
"HMEL033656g1" 7 28 19
"HMEL033512g1" 0 0 0
"HMEL032216g1" 371 1503 1384
"HMEL004913g1" 3 36 43
"HMEL021832g1" 20 159 124
"HMEL015462g1" 183 461 399
"HMEL013346g1" 374 1370 1505
"HMEL013202g1" 417 1319 1674
"HMEL038220g1" 0 0 0
"HMEL037068g1" 143 850 1024
"HMEL031561g1" 0 1 0
"HMEL030265g1" 0 0 0
"HMEL030121g1" 0 0 0
"HMEL014839g1" 18 119 221
"HMEL009621g1" 100 301 652
"HMEL008325g1" 182 1296 1432
"HMEL032910g1" 0 0 0
"HMEL031758g1" 243 859 624
"HMEL031614g1" 0 0 0
"HMEL030318g1" 317 1254 1156
"HMEL012071g1" 1 32 21
"HMEL015610" 5 29 15
"HMEL012071g2" 0 0 0
"HMEL012071g3" 0 6 2
"HMEL012071g4" 6 38 53
"HMEL009818g1" 3 9 5
"HMEL014860g1" 95 318 272
"HMEL012888g1" 0 1 6
"HMEL012600g1" 45 163 83
